case_id,context,phase_step,ordinary_old_prediction,ordinary_new_prediction,api_estimate,trace_estimate,api_boundary_error,trace_boundary_error
rotation_037_case_01,B,53,0.20316328180774226,0.9935893577486474,-0.9988209815422258,-0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_01,B,54,0.2036165826685115,0.9942304219737826,-0.9988209815422258,-0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_01,B,55,0.20402455344320378,0.9948073797764044,-0.9988209815422256,-0.9988209815422255,5.551115123125783e-16,6.661338147750939e-16
rotation_037_case_01,B,56,0.20439172714042686,0.9953266417987637,-0.9988209815422258,-0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_01,B,57,0.20472218346792764,0.9957939776188875,-0.9988209815422256,-0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_01,B,58,0.20501959416267834,0.9962145798569986,-0.9988209815422258,-0.9988209815422255,4.440892098500626e-16,6.661338147750939e-16
rotation_037_case_01,B,59,0.20528726378795398,0.9965931218712989,-0.9988209815422256,-0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_01,B,60,0.20552816645070204,0.9969338096841688,-0.9988209815422255,-0.9988209815422255,6.661338147750939e-16,6.661338147750939e-16
rotation_037_case_01,B,61,0.20574497884717535,0.997240428715752,-0.9988209815422256,-0.9988209815422255,5.551115123125783e-16,6.661338147750939e-16
rotation_037_case_01,B,62,0.20594011000400128,0.9975163858441768,-0.9988209815422258,-0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_01,B,63,0.2061157280451446,0.9977647472597593,-0.9988209815422256,-0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_01,B,64,0.2062737842821736,0.9979882725337833,-0.9988209815422256,-0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_02,A,1,0.1,0.07071067811865475,,,,
rotation_037_case_02,A,2,0.19,0.13435028842544403,,,,
rotation_037_case_02,A,3,0.271,0.1916259377015544,,,,
rotation_037_case_02,A,4,0.34390000000000004,0.24317402205005373,,,,
rotation_037_case_02,A,5,0.40951000000000004,0.28956729796370306,,,,
rotation_037_case_02,A,6,0.4685590000000001,0.3313212462859875,,,,
rotation_037_case_02,A,7,0.5217031000000001,0.3688997997760435,,,,
rotation_037_case_02,A,8,0.56953279,0.40272049791709386,,,,
rotation_037_case_02,A,9,0.6125795110000001,0.43315912624403924,,,,
rotation_037_case_02,A,10,0.6513215599000001,0.4605538917382901,,,,
rotation_037_case_02,A,11,0.6861894039100002,0.4852091806831158,,,,
rotation_037_case_02,A,12,0.7175704635190001,0.507398940733459,,,,
rotation_037_case_02,A,13,0.7458134171671,0.5273697247787679,,,,
rotation_037_case_02,A,14,0.7712320754503901,0.5453434304195458,,,,
rotation_037_case_02,A,15,0.7941088679053511,0.561519765496246,,,,
rotation_037_case_02,A,16,0.814697981114816,0.5760784670652761,,,,
rotation_037_case_02,A,17,0.8332281830033345,0.5891812984774032,,,,
rotation_037_case_02,A,18,0.8499053647030009,0.6009738467483177,,,,
rotation_037_case_02,A,19,0.8649148282327008,0.6115871401921407,,,,
rotation_037_case_02,A,20,0.8784233454094308,0.6211391042915814,,,,
rotation_037_case_02,A,21,0.8905810108684877,0.6297358719810779,,,,
rotation_037_case_02,A,22,0.901522909781639,0.6374729629016249,,,,
rotation_037_case_02,A,23,0.911370618803475,0.6444363447301172,,,,
rotation_037_case_02,A,24,0.9202335569231276,0.6507033883757602,,,,
rotation_037_case_02,A,25,0.9282102012308149,0.6563437276568389,,,,
rotation_037_case_02,A,26,0.9353891811077334,0.6614200330098098,,,,
rotation_037_case_02,A,27,0.9418502629969601,0.6659887078274835,,,,
rotation_037_case_02,A,28,0.9476652366972641,0.67010051516339,,,,
rotation_037_case_02,A,29,0.9528987130275377,0.6738011417657057,,,,
rotation_037_case_02,A,30,0.9576088417247839,0.6771317057077899,,,,
rotation_037_case_02,A,31,0.9618479575523055,0.6801292132556657,,,,
rotation_037_case_02,A,32,0.9656631617970749,0.6828269700487539,,,,
rotation_037_case_02,A,33,0.9690968456173674,0.6852549511625332,,,,
rotation_037_case_02,A,34,0.9721871610556306,0.6874401341649347,,,,
rotation_037_case_02,A,35,0.9749684449500676,0.6894067988670959,,,,
rotation_037_case_02,A,36,0.9774716004550608,0.691176797099041,,,,
rotation_037_case_02,A,37,0.9797244404095548,0.6927697955077917,,,,
rotation_037_case_02,A,38,0.9817519963685992,0.6942034940756673,,,,
rotation_037_case_02,A,39,0.9835767967317393,0.6954938227867553,,,,
rotation_037_case_02,A,40,0.9852191170585654,0.6966551186267345,,,,
rotation_037_case_02,A,41,0.9866972053527088,0.6977002848827157,,,,
rotation_037_case_02,A,42,0.988027484817438,0.6986409345130989,,,,
rotation_037_case_02,A,43,0.9892247363356941,0.6994875191804437,,,,
rotation_037_case_02,A,44,0.9903022627021247,0.7002494453810542,,,,
rotation_037_case_02,A,45,0.9912720364319123,0.7009351789616036,,,,
rotation_037_case_02,A,46,0.9921448327887211,0.701552339184098,,,,
rotation_037_case_02,A,47,0.9929303495098489,0.702107783384343,,,,
rotation_037_case_02,A,48,0.9936373145588641,0.7026076831645633,,,,
rotation_037_case_02,A,49,0.9942735831029776,0.7030575929667617,,,,
rotation_037_case_02,A,50,0.9948462247926799,0.7034625117887404,,,,
rotation_037_case_02,A,51,0.995361602313412,0.7038269387285212,,,,
rotation_037_case_02,A,52,0.9958254420820708,0.7041549229743238,,,,
rotation_037_case_02,A,53,0.9962428978738638,0.7044501087955461,,,,
rotation_037_case_02,A,54,0.9966186080864773,0.7047157760346463,,,,
rotation_037_case_02,A,55,0.9969567472778296,0.7049548765498364,,,,
rotation_037_case_02,A,56,0.9972610725500466,0.7051700670135075,,,,
rotation_037_case_02,A,57,0.997534965295042,0.7053637384308116,,,,
rotation_037_case_02,A,58,0.9977814687655377,0.7055380427063851,,,,
rotation_037_case_02,A,59,0.998003321888984,0.7056949165544014,,,,
rotation_037_case_02,A,60,0.9982029897000857,0.7058361030176161,,,,
rotation_037_case_02,A,61,0.998382690730077,0.7059631708345091,,,,
rotation_037_case_02,A,62,0.9985444216570694,0.706077531869713,,,,
rotation_037_case_02,A,63,0.9986899794913624,0.7061804568013965,,,,
rotation_037_case_02,A,64,0.9988209815422262,0.7062730892399116,,,,
rotation_037_case_02,B,1,0.8781692543464602,0.5356457803159205,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_02,B,2,0.7695826998702708,0.3820812022843284,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_02,B,3,0.6718548008417004,0.24387308205589564,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_02,B,4,0.5838996917159869,0.11948577385030609,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_02,B,5,0.5047400935028447,0.007537196465275453,0.9988209815422261,0.9988209815422262,1.1102230246251565e-16,0.0
rotation_037_case_02,B,6,0.43349645511101675,-0.09321652318125206,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_02,B,7,0.36937718055837165,-0.18389487086312686,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_02,B,8,0.31166983346099103,-0.26550538377681415,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,9,0.2597332210733484,-0.3389548453991328,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,10,0.21299026992447015,-0.4050593608592195,0.9988209815422261,0.9988209815422259,1.1102230246251565e-16,3.3306690738754696e-16
rotation_037_case_02,B,11,0.17092161389047966,-0.46455342477329753,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,12,0.13305982345988826,-0.5180980822959679,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,13,0.09898421207235597,-0.566288274066371,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,14,0.06831616182357686,-0.609659446659734,0.9988209815422261,0.998820981542226,1.1102230246251565e-16,2.220446049250313e-16
rotation_037_case_02,B,15,0.0407149165996758,-0.6486935019937605,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,16,0.015873795898164733,-0.6838241517943844,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_02,B,17,-0.006483212733195187,-0.715441736614946,0.998820981542226,0.9988209815422262,2.220446049250313e-16,0.0
rotation_037_case_02,B,18,-0.02660452050141915,-0.7438975629534514,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,19,-0.044713697492820725,-0.7695078066581064,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_02,B,20,-0.06101195678508209,-0.7925570259922957,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_02,B,21,-0.0756803901481174,-0.8133013233930662,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,22,-0.0888819801748491,-0.8319711910537597,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,23,-0.10076341119890758,-0.8487740719483836,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,24,-0.11145669912056022,-0.8638966647535452,0.9988209815422261,0.9988209815422259,1.1102230246251565e-16,3.3306690738754696e-16
rotation_037_case_02,B,25,-0.12108065825004771,-0.8775069982781906,0.9988209815422261,0.9988209815422258,1.1102230246251565e-16,4.440892098500626e-16
rotation_037_case_02,B,26,-0.12974222146658637,-0.8897562984503716,0.998820981542226,0.9988209815422258,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_02,B,27,-0.13753762836147115,-0.9007806686053343,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_02,B,28,-0.14455349456686745,-0.9107026017448009,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,29,-0.1508677741517242,-0.9196323415703207,0.998820981542226,0.9988209815422258,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_02,B,30,-0.15655062577809525,-0.9276691074132889,0.998820981542226,0.9988209815422258,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_02,B,31,-0.16166519224182913,-0.93490219667196,0.9988209815422259,0.998820981542226,3.3306690738754696e-16,2.220446049250313e-16
rotation_037_case_02,B,32,-0.16626830205918966,-0.9414119770047638,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_02,B,33,-0.1704111008948141,-0.9472707793042874,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,34,-0.17413961984687618,-0.9525437013738587,0.998820981542226,0.9988209815422258,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_02,B,35,-0.177495286903732,-0.9572893312364728,0.998820981542226,0.9988209815422258,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_02,B,36,-0.18051538725490227,-0.9615603981128255,0.998820981542226,0.9988209815422258,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_02,B,37,-0.18323347757095548,-0.9654043583015429,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,38,-0.18567975885540344,-0.9688639224713886,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,39,-0.1878814120114066,-0.9719775302242498,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,40,-0.18986289985180943,-0.974779777201825,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,41,-0.19164623890817187,-0.9773017994816422,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,42,-0.19325124405889818,-0.979571619533478,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,43,-0.19469574869455178,-0.9816144575801303,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,44,-0.19599580286664003,-0.9834530118221171,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,45,-0.19716585162151953,-0.9851077106399054,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,46,-0.19821889550091107,-0.986596939575915,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,47,-0.19916663499236342,-0.9879372456183234,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,48,-0.20001960053467055,-0.9891435210564911,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,49,-0.200787269522747,-0.9902291689508421,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,50,-0.20147817161201573,-0.9912062520557577,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,51,-0.2020999834923576,-0.992085626850182,0.9988209815422259,0.9988209815422258,3.3306690738754696e-16,4.440892098500626e-16
rotation_037_case_02,B,52,-0.20265961418466533,-0.9928770641651636,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,53,-0.20316328180774226,-0.9935893577486474,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,54,-0.2036165826685115,-0.9942304219737826,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,55,-0.20402455344320378,-0.9948073797764044,0.9988209815422256,0.9988209815422255,5.551115123125783e-16,6.661338147750939e-16
rotation_037_case_02,B,56,-0.20439172714042686,-0.9953266417987637,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,57,-0.20472218346792764,-0.9957939776188875,0.9988209815422256,0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_02,B,58,-0.20501959416267834,-0.9962145798569986,0.9988209815422258,0.9988209815422255,4.440892098500626e-16,6.661338147750939e-16
rotation_037_case_02,B,59,-0.20528726378795398,-0.9965931218712989,0.9988209815422256,0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_02,B,60,-0.20552816645070204,-0.9969338096841688,0.9988209815422255,0.9988209815422255,6.661338147750939e-16,6.661338147750939e-16
rotation_037_case_02,B,61,-0.20574497884717535,-0.997240428715752,0.9988209815422256,0.9988209815422255,5.551115123125783e-16,6.661338147750939e-16
rotation_037_case_02,B,62,-0.20594011000400128,-0.9975163858441768,0.9988209815422258,0.9988209815422258,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_02,B,63,-0.2061157280451446,-0.9977647472597593,0.9988209815422256,0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_02,B,64,-0.2062737842821736,-0.9979882725337833,0.9988209815422256,0.9988209815422258,5.551115123125783e-16,4.440892098500626e-16
rotation_037_case_03,A,1,0.1,0.07071067811865475,,,,
rotation_037_case_03,A,2,0.19,0.13435028842544403,,,,
rotation_037_case_03,A,3,0.271,0.1916259377015544,,,,
rotation_037_case_03,A,4,0.34390000000000004,0.24317402205005373,,,,
rotation_037_case_03,A,5,0.40951000000000004,0.28956729796370306,,,,
rotation_037_case_03,A,6,0.4685590000000001,0.3313212462859875,,,,
rotation_037_case_03,A,7,0.5217031000000001,0.3688997997760435,,,,
rotation_037_case_03,A,8,0.56953279,0.40272049791709386,,,,
rotation_037_case_03,A,9,0.6125795110000001,0.43315912624403924,,,,
rotation_037_case_03,A,10,0.6513215599000001,0.4605538917382901,,,,
rotation_037_case_03,A,11,0.6861894039100002,0.4852091806831158,,,,
rotation_037_case_03,A,12,0.7175704635190001,0.507398940733459,,,,
rotation_037_case_03,A,13,0.7458134171671,0.5273697247787679,,,,
rotation_037_case_03,A,14,0.7712320754503901,0.5453434304195458,,,,
rotation_037_case_03,A,15,0.7941088679053511,0.561519765496246,,,,
rotation_037_case_03,A,16,0.814697981114816,0.5760784670652761,,,,
rotation_037_case_03,A,17,0.8332281830033345,0.5891812984774032,,,,
rotation_037_case_03,A,18,0.8499053647030009,0.6009738467483177,,,,
rotation_037_case_03,A,19,0.8649148282327008,0.6115871401921407,,,,
rotation_037_case_03,A,20,0.8784233454094308,0.6211391042915814,,,,
rotation_037_case_03,A,21,0.8905810108684877,0.6297358719810779,,,,
rotation_037_case_03,A,22,0.901522909781639,0.6374729629016249,,,,
rotation_037_case_03,A,23,0.911370618803475,0.6444363447301172,,,,
rotation_037_case_03,A,24,0.9202335569231276,0.6507033883757602,,,,
rotation_037_case_03,A,25,0.9282102012308149,0.6563437276568389,,,,
rotation_037_case_03,A,26,0.9353891811077334,0.6614200330098098,,,,
rotation_037_case_03,A,27,0.9418502629969601,0.6659887078274835,,,,
rotation_037_case_03,A,28,0.9476652366972641,0.67010051516339,,,,
rotation_037_case_03,A,29,0.9528987130275377,0.6738011417657057,,,,
rotation_037_case_03,A,30,0.9576088417247839,0.6771317057077899,,,,
rotation_037_case_03,A,31,0.9618479575523055,0.6801292132556657,,,,
rotation_037_case_03,A,32,0.9656631617970749,0.6828269700487539,,,,
rotation_037_case_03,A,33,0.9690968456173674,0.6852549511625332,,,,
rotation_037_case_03,A,34,0.9721871610556306,0.6874401341649347,,,,
rotation_037_case_03,A,35,0.9749684449500676,0.6894067988670959,,,,
rotation_037_case_03,A,36,0.9774716004550608,0.691176797099041,,,,
rotation_037_case_03,A,37,0.9797244404095548,0.6927697955077917,,,,
rotation_037_case_03,A,38,0.9817519963685992,0.6942034940756673,,,,
rotation_037_case_03,A,39,0.9835767967317393,0.6954938227867553,,,,
rotation_037_case_03,A,40,0.9852191170585654,0.6966551186267345,,,,
rotation_037_case_03,A,41,0.9866972053527088,0.6977002848827157,,,,
rotation_037_case_03,A,42,0.988027484817438,0.6986409345130989,,,,
rotation_037_case_03,A,43,0.9892247363356941,0.6994875191804437,,,,
rotation_037_case_03,A,44,0.9903022627021247,0.7002494453810542,,,,
rotation_037_case_03,A,45,0.9912720364319123,0.7009351789616036,,,,
rotation_037_case_03,A,46,0.9921448327887211,0.701552339184098,,,,
rotation_037_case_03,A,47,0.9929303495098489,0.702107783384343,,,,
rotation_037_case_03,A,48,0.9936373145588641,0.7026076831645633,,,,
rotation_037_case_03,A,49,0.9942735831029776,0.7030575929667617,,,,
rotation_037_case_03,A,50,0.9948462247926799,0.7034625117887404,,,,
rotation_037_case_03,A,51,0.995361602313412,0.7038269387285212,,,,
rotation_037_case_03,A,52,0.9958254420820708,0.7041549229743238,,,,
rotation_037_case_03,A,53,0.9962428978738638,0.7044501087955461,,,,
rotation_037_case_03,A,54,0.9966186080864773,0.7047157760346463,,,,
rotation_037_case_03,A,55,0.9969567472778296,0.7049548765498364,,,,
rotation_037_case_03,A,56,0.9972610725500466,0.7051700670135075,,,,
rotation_037_case_03,A,57,0.997534965295042,0.7053637384308116,,,,
rotation_037_case_03,A,58,0.9977814687655377,0.7055380427063851,,,,
rotation_037_case_03,A,59,0.998003321888984,0.7056949165544014,,,,
rotation_037_case_03,A,60,0.9982029897000857,0.7058361030176161,,,,
rotation_037_case_03,A,61,0.998382690730077,0.7059631708345091,,,,
rotation_037_case_03,A,62,0.9985444216570694,0.706077531869713,,,,
rotation_037_case_03,A,63,0.9986899794913624,0.7061804568013965,,,,
rotation_037_case_03,A,64,0.9988209815422262,0.7062730892399116,,,,
rotation_037_case_03,B,1,1.0195906105837698,0.7356457803159204,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,2,1.0382832767211587,0.7620812022843284,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,3,1.055106676244809,0.7858730820558957,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,4,1.070247735816094,0.8072857738503061,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,5,1.083874689430251,0.8265571964652755,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,6,1.0961389476829917,0.8439014768187479,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,7,1.1071767801104586,0.8595113291368731,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,8,1.117110829295179,0.8735601962231858,0.9988209815422261,0.9988209815422262,1.1102230246251565e-16,0.0
rotation_037_case_03,B,9,1.126051473561427,0.8862041766008673,0.998820981542226,0.9988209815422262,2.220446049250313e-16,0.0
rotation_037_case_03,B,10,1.1340980534010505,0.8975837589407805,0.998820981542226,0.9988209815422262,2.220446049250313e-16,0.0
rotation_037_case_03,B,11,1.1413399752567113,0.9078253830467025,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,12,1.1478577049268062,0.9170428447420322,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,13,1.1537236616298916,0.925338560267829,0.998820981542226,0.9988209815422259,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,14,1.1590030226626686,0.9328047042410461,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,15,1.163754447592168,0.9395242338169415,0.9988209815422261,0.9988209815422262,1.1102230246251565e-16,0.0
rotation_037_case_03,B,16,1.1680307300287172,0.9455718104352473,0.9988209815422261,0.9988209815422262,1.1102230246251565e-16,0.0
rotation_037_case_03,B,17,1.1718793842216115,0.9510146293917225,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,18,1.1753431729952166,0.9559131664525504,0.9988209815422262,0.9988209815422264,0.0,2.220446049250313e-16
rotation_037_case_03,B,19,1.1784605828914612,0.9603218498072954,0.9988209815422264,0.9988209815422265,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,20,1.181266251798081,0.9642896648265659,0.9988209815422263,0.9988209815422264,1.1102230246251565e-16,2.220446049250313e-16
rotation_037_case_03,B,21,1.183791353814039,0.9678606983439093,0.9988209815422263,0.9988209815422264,1.1102230246251565e-16,2.220446049250313e-16
rotation_037_case_03,B,22,1.1860639456284012,0.9710746285095184,0.9988209815422264,0.9988209815422264,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,23,1.1881092782613272,0.9739671656585667,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,24,1.1899500776309604,0.97657044909271,0.9988209815422261,0.9988209815422262,1.1102230246251565e-16,0.0
rotation_037_case_03,B,25,1.1916067970636304,0.9789134041834389,0.9988209815422261,0.998820981542226,1.1102230246251565e-16,2.220446049250313e-16
rotation_037_case_03,B,26,1.1930978445530334,0.981022063765095,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,27,1.1944397872934962,0.9829198573885856,0.998820981542226,0.9988209815422262,2.220446049250313e-16,0.0
rotation_037_case_03,B,28,1.1956475357599126,0.984627871649727,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,29,1.1967345093796875,0.9861650844847543,0.998820981542226,0.9988209815422262,2.220446049250313e-16,0.0
rotation_037_case_03,B,30,1.1977127856374847,0.9875485760362789,0.9988209815422259,0.998820981542226,3.3306690738754696e-16,2.220446049250313e-16
rotation_037_case_03,B,31,1.1985932342695023,0.988793718432651,0.998820981542226,0.998820981542226,2.220446049250313e-16,2.220446049250313e-16
rotation_037_case_03,B,32,1.1993856380383183,0.989914346589386,0.998820981542226,0.9988209815422262,2.220446049250313e-16,0.0
rotation_037_case_03,B,33,1.2000988014302525,0.9909229119304475,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,34,1.2007406484829932,0.9918306207374026,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,35,1.2013183108304601,0.9926475586636625,0.9988209815422263,0.9988209815422265,1.1102230246251565e-16,3.3306690738754696e-16
rotation_037_case_03,B,36,1.2018382069431803,0.9933828027972962,0.9988209815422264,0.9988209815422265,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,37,1.2023061134446285,0.9940445225175667,0.9988209815422264,0.9988209815422266,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_03,B,38,1.2027272292959315,0.9946400702658099,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,39,1.2031062335621046,0.995176063239229,0.9988209815422264,0.9988209815422265,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,40,1.2034473374016603,0.9956584569153062,0.9988209815422264,0.9988209815422266,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_03,B,41,1.2037543308572602,0.9960926112237756,0.9988209815422263,0.9988209815422265,1.1102230246251565e-16,3.3306690738754696e-16
rotation_037_case_03,B,42,1.2040306249673003,0.996483350101398,0.9988209815422262,0.9988209815422262,0.0,0.0
rotation_037_case_03,B,43,1.2042792896663363,0.9968350150912582,0.9988209815422264,0.9988209815422265,2.220446049250313e-16,3.3306690738754696e-16
rotation_037_case_03,B,44,1.204503087895469,0.9971515135821325,0.9988209815422264,0.9988209815422268,2.220446049250313e-16,5.551115123125783e-16
rotation_037_case_03,B,45,1.2047045063016881,0.9974363622239193,0.9988209815422264,0.9988209815422266,2.220446049250313e-16,4.440892098500626e-16
rotation_037_case_03,B,46,1.2048857828672854,0.9976927260015273,0.9988209815422266,0.9988209815422266,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_03,B,47,1.2050489317763229,0.9979234534013746,0.9988209815422266,0.9988209815422266,4.440892098500626e-16,4.440892098500626e-16
rotation_037_case_03,B,48,1.205195765794457,0.9981311080612371,0.9988209815422268,0.9988209815422271,5.551115123125783e-16,8.881784197001252e-16
rotation_037_case_03,B,49,1.2053279164107773,0.9983179972551133,0.9988209815422268,0.9988209815422271,5.551115123125783e-16,8.881784197001252e-16
rotation_037_case_03,B,50,1.2054468519654655,0.998486197529602,0.9988209815422266,0.9988209815422268,4.440892098500626e-16,5.551115123125783e-16
rotation_037_case_03,B,51,1.2055538939646853,0.9986375777766419,0.9988209815422269,0.9988209815422271,6.661338147750939e-16,8.881784197001252e-16
rotation_037_case_03,B,52,1.2056502317639828,0.9987738199989776,0.998820981542227,0.9988209815422271,7.771561172376096e-16,8.881784197001252e-16
rotation_037_case_03,B,53,1.2057369357833507,0.9988964379990799,0.9988209815422271,0.9988209815422273,8.881784197001252e-16,1.1102230246251565e-15
rotation_037_case_03,B,54,1.2058149694007818,0.9990067941991719,0.998820981542227,0.9988209815422273,7.771561172376096e-16,1.1102230246251565e-15
rotation_037_case_03,B,55,1.2058851996564697,0.9991061147792547,0.998820981542227,0.9988209815422273,7.771561172376096e-16,1.1102230246251565e-15
rotation_037_case_03,B,56,1.2059484068865889,0.9991955033013292,0.9988209815422271,0.9988209815422273,8.881784197001252e-16,1.1102230246251565e-15
rotation_037_case_03,B,57,1.2060052933936962,0.9992759529711963,0.9988209815422271,0.9988209815422274,8.881784197001252e-16,1.2212453270876722e-15
